Description,Item Category,Date of Retrieval,Department Name,College Name
Dell Monitor,electronics-av,2025/3/19,Informatics,School of Information Sciences
BL2420TF BENQ monitor,electronics-av,2025/3/19,Informatics,School of Information Sciences
Dell Optiplex 7060,computing,2025/3/19,Molecular & Integrative Physl,Liberal Arts & Sciences
Table 60x30,furniture-tables,2025/3/19,Aerospace Engineering,Grainger Engineering
Scansnap ix500,computing,2025/3/19,Illinois Human Resources,Chancellor
Laptop Dell 7400 x,computing,2025/3/19,Illinois Human Resources,Chancellor
2 drawer lateral cabinet,furniture-storage,2025/3/19,Applied Health Sciences Admin,Applied Health Sciences
Samsung UN50HU8550 TV,electronics-av,2025/3/19,Crop Sciences,"Agr, Consumer & Env Sciences"
Microsoft Surface 1796,computing,2025/3/19,Mechanical Sci & Engineering,Grainger Engineering
Laptop Lenovo L13 Yoga,computing,2025/3/19,Mechanical Sci & Engineering,Grainger Engineering
Laptop Lenovo L13 Yoga,computing,2025/3/19,Mechanical Sci & Engineering,Grainger Engineering
Laptop Dell Latitude 5310,computing,2025/3/19,Mechanical Sci & Engineering,Grainger Engineering
Dell P2412Hb Monitor,electronics-av,2025/3/19,Microbiology,Liberal Arts & Sciences
Dell P2412Hb Monitor,electronics-av,2025/3/19,Microbiology,Liberal Arts & Sciences
Desktop Dell Precision 3431,computing,2025/3/19,Microbiology,Liberal Arts & Sciences
Samsung UN50HU8550 TV,electronics-av,2025/3/20,Fire Service Institute,Public Safety
Dell Optiplex 5060,computing,2025/3/20,ACES Technology Services,"Agr, Consumer & Env Sciences"
MacBook Pro A1989,computing,2025/3/20,ACES Technology Services,"Agr, Consumer & Env Sciences"
Desktop Dell Precision 3431,computing,2025/3/20,ACES Technology Services,"Agr, Consumer & Env Sciences"
Desktop Dell Precision 3440,computing,2025/3/20,ACES Technology Services,"Agr, Consumer & Env Sciences"
Desktop Dell Precision 3440,computing,2025/3/20,ACES Technology Services,"Agr, Consumer & Env Sciences"
Desktop Dell Precision 3431,computing,2025/3/20,ACES Technology Services,"Agr, Consumer & Env Sciences"
Desktop Dell Precision 3431,computing,2025/3/20,ACES Technology Services,"Agr, Consumer & Env Sciences"
Desktop Dell Precision 3431,computing,2025/3/20,ACES Technology Services,"Agr, Consumer & Env Sciences"
Desktop Dell Precision 3431,computing,2025/3/20,ACES Technology Services,"Agr, Consumer & Env Sciences"
Desktop Dell Precision 3430,computing,2025/3/20,ACES Technology Services,"Agr, Consumer & Env Sciences"
Laptop Dell 7400 x,computing,2025/3/20,ACES Technology Services,"Agr, Consumer & Env Sciences"
Laptop Dell 7400 x,computing,2025/3/20,ACES Technology Services,"Agr, Consumer & Env Sciences"
Storage Cabinet 65x36x18,furniture-storage,2025/3/20,IL State Archaeological Survey,OVCRI Institutes
Laptop Dell Latitude 5310,computing,2025/3/21,Micro and Nanotechnology Lab,Grainger Engineering
4' book case,furniture-storage,2025/3/25,University Laboratory HS,Provost & Executive VC
Bookcase,furniture-storage,2025/3/25,University Laboratory HS,Provost & Executive VC
Bookcase 55x36,furniture-storage,2025/3/25,University Laboratory HS,Provost & Executive VC
Rolling Chair,furniture-seating,2025/3/25,University Laboratory HS,Provost & Executive VC
Dell Monitor P2417H,electronics-av,2025/3/25,Intercollegiate Athletics,Div Intercollegiate Athletics
Desktop Dell Precision 3431,computing,2025/3/25,Micro and Nanotechnology Lab,Grainger Engineering
Desktop Dell Precision 3431,computing,2025/3/25,Micro and Nanotechnology Lab,Grainger Engineering
Green Couch,furniture-seating,2025/3/25,Police Training Institute,Public Safety
Chair,furniture-seating,2025/3/25,Police Training Institute,Public Safety
Chair,furniture-seating,2025/3/25,Police Training Institute,Public Safety
Chair,furniture-seating,2025/3/25,Police Training Institute,Public Safety
Table 5'x2',furniture-tables,2025/3/25,Police Training Institute,Public Safety
Table 5'x2',furniture-tables,2025/3/25,Police Training Institute,Public Safety
Rolling Chair,furniture-seating,2025/3/25,Police Training Institute,Public Safety
Rolling Chair,furniture-seating,2025/3/25,Police Training Institute,Public Safety
Rolling Chair,furniture-seating,2025/3/25,Police Training Institute,Public Safety
Rolling Chair,furniture-seating,2025/3/25,Police Training Institute,Public Safety
